accent_id,form,normalized_form,base_form,accented_vowels,accent_count,accent_indexes,accent_position,vowel_ordinals_from_start,vowel_ordinals_from_end,source_field,field_index,token_ordinal,context_index,context,source_context,pair_id,alignment_status,alignment_confidence,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
ACE-000815,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,1,1,0,"Chabé biréara michá huarú ucuri sinibí rahué, echijiti pachí ma bacori.","Chabé biréara michá huarú ucuri sinibí rahué, echijiti pachí ma bacori. Hace un mes llovió mucho todos los días, por eso las matas de maíz se pusieron amarillas.",PAR-000133-01-01,Alineado,Media,RD-000133,Bacó,Vi,Vi,Ponerse amarillo (las matas de maíz por haber llovido),10,8,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000816,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,2,1,0,Chabé biquiyá bamíbari.,Huicabé bamíbani. Chabé bamíbari. El año pasado. Chabé biquiyá bamíbari. El año pasado.,PAR-000173-01-02,Alineado,Media,RD-000173,Bamíbari,S,S,Año,10,8,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000817,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,1,3,18,Huicabé bamíbani. Chabé bamíbari.,Huicabé bamíbani. Chabé bamíbari. El año pasado. Chabé biquiyá bamíbari. El año pasado.,PAR-000173-01-01,Alineado,Baja,RD-000173,Bamíbari,S,S,Año,10,8,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000818,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,2,1,0,Chabé mucuri burito; ma huaminá biquiyari.,Ma biquiyari bachí. Ya se pudrió la calabaza. Chabé mucuri burito; ma huaminá biquiyari. Hace días que se murió el burro; ya se pudrió. [pret.: biquiyari; fut.: bicamea; pp.: bicáami],PAR-000223-01-02,Alineado,Media,RD-000223,Bicá,Vi,Vi,Pudrir,10,8,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000819,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chabé nijeni bineri oserí 'nénia.,Chabé nijeni bineri oserí 'nénia. Hace tiempo aprendí a leer.,PAR-000254-01-01,Alineado,Media,RD-000254,Biné,Vi,Vi,"Aprender, estudiar",10,8,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000820,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chabé echo'ná burúuri.,Chabé echo'ná burúuri. Hace mucho había un camino allí.,PAR-000348-01-01,Alineado,Media,RD-000348,Burúuri,,Sin clasificar,[Pretérito de burú],10,8,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000821,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,1,1,0,"Chabé mucuri echi cochí, ma cáraca cuchíhuari.","Chabé mucuri echi cochí, ma cáraca cuchíhuari. Hace tiempo murió ese perro; ya está completamente agusanado. Cuchíhuari, s Gusano de la carne",PAR-000561-01-01,Alineado,Media,RD-000561,Cuchíhua,Vi,Vi,Agusanarse,10,8,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000822,Chabé,chabé,chabe,é,1,4,Final,2,1,Ejemplo RRM,3,1,0,Chabé choquichí.,Chabéhuami. De antes. Chabébara. Antes (en relación con otro acontecimiento). Chabé choquichí. Al principio.,PAR-000629-01-03,Alineado,Media,RD-000629,Chabé,Adv,Adv,"Antes, hace poco, el otro día",10,8,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000823,Chabé,chabé,chabe,é,1,4,Final,2,1,Lema,1,1,0,Chabé,Chabé,,No aplica,No aplica,RD-000629,Chabé,Adv,Adv,"Antes, hace poco, el otro día",10,8,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000824,Chabébara,chabébara,chabebara,é,1,4,Medial,2,3,Ejemplo RRM,2,1,0,Chabébara.,Chabéhuami. De antes. Chabébara. Antes (en relación con otro acontecimiento). Chabé choquichí. Al principio.,PAR-000629-01-02,Alineado,Media,RD-000629,Chabé,Adv,Adv,"Antes, hace poco, el otro día",1,1,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000825,chabéchari,chabéchari,chabechari,é,1,4,Medial,2,3,Ejemplo RRM,1,1,5,Basi chabéchari maparí huichiri.,Basi chabéchari maparí huichiri. La taza de peltre se astilló al caer.,PAR-000630-01-01,Alineado,Media,RD-000630,Chabecha,Vi,Vi,Astillarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000826,Chabéhuami,chabéhuami,chabehuami,é,1,4,Medial,2,4,Ejemplo RRM,1,1,0,Chabéhuami.,Chabéhuami. De antes. Chabébara. Antes (en relación con otro acontecimiento). Chabé choquichí. Al principio.,PAR-000629-01-01,Alineado,Media,RD-000629,Chabé,Adv,Adv,"Antes, hace poco, el otro día",1,1,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000827,Chabénara,chabénara,chabenara,é,1,4,Medial,2,3,Ejemplo RRM,1,1,0,Chabénara huaminá huaquicheri echo'ná bajichi; chopi jipi auchecho cu bajítari mapujiti ma gará ucú.,Chabénara huaminá huaquicheri echo'ná bajichi; chopi jipi auchecho cu bajítari mapujiti ma gará ucú. Hace tiempo se secó allí donde salió agua; pero ya sale otra vez porque llueve bastante ahora.,PAR-000163-01-01,Alineado,Media,RD-000163,Bajichi,S,S,"Pozo, ojo de agua, manantial.",1,1,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000828,Chabóa,chabóa,chaboa,ó,1,4,Medial,2,2,Lema,1,1,0,Chabóa,Chabóa,,No aplica,No aplica,RD-000631,Chabóa,S,S,"Barba, bigote",1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000829,chabóara,chabóara,chaboara,ó,1,4,Medial,2,3,Ejemplo RRM,1,2,5,Nijé chabóara.,Nijé chabóara. Mi barba.,PAR-000631-01-01,Alineado,Media,RD-000631,Chabóa,S,S,"Barba, bigote",1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000830,Chacá,chacá,chaca,á,1,4,Final,2,1,Lema,1,1,0,Chacá,Chacá,,No aplica,No aplica,RD-000635,Chacá,S,S,Chanate (ave; zanate),1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000831,Chacárami,chacárami,chacarami,á,1,4,Medial,2,3,Lema,1,1,0,Chacárami,Chacárami,,No aplica,No aplica,RD-000637,Chacárami,S,S,Que tiene ángulo,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000832,chacátami,chacátami,chacatami,á,1,4,Medial,2,3,Ejemplo RRM,1,2,16,Ripata rabó hue chacátami ju.,Ripata rabó hue chacátami ju. Arriba en la orilla de la mesa hay un bordo angostito.,PAR-000638-01-01,Alineado,Media,RD-000638,Chatátami,Pp,Pp,Muy angosto (bordo),1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000833,Chachámuri,chachámuri,chachamuri,á,1,5,Medial,2,3,Lema,1,1,0,Chachámuri,Chachámuri,,No aplica,No aplica,RD-000639,Chachámuri,S,S,Tipo de culebra de cascabel chico,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000834,Chaché,chaché,chache,é,1,5,Final,2,1,Lema,1,1,0,Chaché,Chaché,,No aplica,No aplica,RD-000640,Chaché,Vi,Vi,Tocarse (una cosa con otra),1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000835,Chahué,chahué,chahue,é,1,5,Final,3,1,Lema,1,1,0,Chahué,Chahué,,No aplica,No aplica,RD-000642,Chahué,Vt,Vt,Envenenar,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000836,chahuéama,chahuéama,chahueama,é,1,5,Medial,3,3,Variante,1,1,6,fut.: chahuéama,fut.: chahuéama,,No aplica,No aplica,RD-000642,Chahué,Vt,Vt,Envenenar,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000837,chahuéiga,chahuéiga,chahueiga,é,1,5,Medial,3,3,Ejemplo RRM,1,2,11,Biré rijoy chahuéiga mi’yari biré cochí.,Biré rijoy chahuéiga mi’yari biré cochí. Un hombre mató un perro envenenándolo. [fut.: chahuéama].,PAR-000642-01-01,Alineado,Media,RD-000642,Chahué,Vt,Vt,Envenenar,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000838,chajócami,chajócami,chajocami,ó,1,4,Medial,2,3,Ejemplo RRM,1,2,20,Echi ocó cajera hue chajócami ju.,Echi ocó cajera hue chajócami ju. La cáscara del pino es muy áspera. [pret.: chihuarir; pp.: chajócami].,PAR-000645-01-01,Alineado,Media,RD-000645,Chajoca,Vt,Vt,Raspar,2,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000839,chajócami,chajócami,chajocami,ó,1,4,Medial,2,3,Variante,1,1,23,pret.: chihuarir; pp.: chajócami,pret.: chihuarir; pp.: chajócami,,No aplica,No aplica,RD-000645,Chajoca,Vt,Vt,Raspar,2,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000840,Chamarí,chamarí,chamari,í,1,6,Final,3,1,Lema,1,1,0,Chamarí,Chamarí,,No aplica,No aplica,RD-000646,Chamarí,S,S,Venado,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000841,Chamurá,chamurá,chamura,á,1,6,Final,3,1,Lema,1,1,0,Chamurá,Chamurá,,No aplica,No aplica,RD-000650,Chamurá,S,S,Cascabel,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000842,chamuré,chamuré,chamure,é,1,6,Final,3,1,Ejemplo RRM,1,1,21,Echo sinohui quesasi chamuré.,Echo sinohui quesasi chamuré. Esa víbora no tiene cascabel.,PAR-000651-01-01,Alineado,Media,RD-000651,Chamuré,Vi,Vi,Tener cascabel,2,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000843,Chamuré,chamuré,chamure,é,1,6,Final,3,1,Lema,1,1,0,Chamuré,Chamuré,,No aplica,No aplica,RD-000651,Chamuré,Vi,Vi,Tener cascabel,2,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000844,chánama,chánama,chanama,á,1,2,Medial,1,3,Ejemplo RRM,1,1,10,Huaminabi chánama.,Huaminabi chánama. Se enfermará más; le saldrán granos.,PAR-000652-01-01,Alineado,Media,RD-000652,Chana,Vi,Vi,Enfermarse (salir granos),1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000845,Chané,chané,chane,é,1,4,Final,2,1,Lema,1,1,0,Chané,Chané,,No aplica,No aplica,RD-000653,Chané,Vi,Vi,1. Sonar mal 2. Resonar 3. Tocar a la puerta,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000846,Chanébari,chanébari,chanebari,é,1,4,Medial,2,3,Lema,1,1,0,Chanébari,Chanébari,,No aplica,No aplica,RD-000654,Chanébari,S,S,"Sonaja (bailarín), cascabel de pascolero",1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000847,Chanécuri,chanécuri,chanecuri,é,1,4,Medial,2,3,Lema,1,1,0,Chanécuri,Chanécuri,,No aplica,No aplica,RD-000655,Chanécuri,S,S,Sonaja de pascolero,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000848,Chapí,chapí,chapi,í,1,4,Final,2,1,Lema,1,1,0,Chapí,Chapí,,No aplica,No aplica,RD-000656,Chapí,,Sin clasificar,"1. vt Coger, agarrar (una persona 2. Tomar (coger) 3. Elegir 4. imper ¡Escójalo! [fut.: chapiméa]",1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000849,Chapináari,chapináari,chapinaari,á,1,6,Medial,3,3,Lema,1,1,0,Chapináari,Chapináari,,No aplica,No aplica,RD-000657,Chapináari,Vt pret,Vt,Querer agarrar,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000850,Chapiyó,chapiyó,chapiyo,ó,1,6,Final,3,1,Lema,1,1,0,Chapiyó,Chapiyó,,No aplica,No aplica,RD-000658,Chapiyó,S,S,Los ancianos (que se paran a un lado gritando cuando bailan los matachines),1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000851,charé,charé,chare,é,1,4,Final,2,1,Ejemplo RRM,1,1,4,Hue charé buhué,"Hue charé buhué; auchecho cu a'larabo, está muy malo el camino; lo arreglaremos. Vease ca'rara",PAR-000039-01-01,Alineado,Alta,RD-000039,A'lara,Vt,Vt,"Mejorar, arreglar, preparar",3,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000852,charé,charé,chare,é,1,4,Final,2,1,Ejemplo RRM,1,1,4,"Hue charé, que gará burú.","Hue charé, que gará burú. Está feo (pedregoso) el terreno, no hay buen camino. Charícáachi. Avd En lugar feo.",PAR-000660-01-01,Alineado,Media,RD-000660,Charé,Vi,Vi,Estar feo (un lugar),3,2,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000853,Charé,charé,chare,é,1,4,Final,2,1,Lema,1,1,0,Charé,Charé,,No aplica,No aplica,RD-000660,Charé,Vi,Vi,Estar feo (un lugar),3,2,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000854,Charícáachi,charícáachi,charicaachi,í|á,2,4|6,Múltiple,2|3,4|3,Ejemplo RRM,2,1,0,Charícáachi.,"Hue charé, que gará burú. Está feo (pedregoso) el terreno, no hay buen camino. Charícáachi. Avd En lugar feo.",PAR-000660-01-02,Revisión requerida,Baja,RD-000660,Charé,Vi,Vi,Estar feo (un lugar),1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000855,Charihuá,charihuá,charihua,á,1,7,Final,4,1,Lema,1,1,0,Charihuá,Charihuá,,No aplica,No aplica,RD-000661,Charihuá,S,S,Ramitas,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000856,Charihué,charihué,charihue,é,1,7,Final,4,1,Lema,1,1,0,Charihué,Charihué,,No aplica,No aplica,RD-000662,Charihué,Vi,Vi,Tener ramitas,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000857,charihuéeri,charihuéeri,charihueeri,é,1,7,Medial,4,3,Variante,1,1,7,pret.: charihuéeri; fut.:charihuérama,pret.: charihuéeri; fut.:charihuérama,,No aplica,No aplica,RD-000662,Charihué,Vi,Vi,Tener ramitas,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000858,charihuérama,charihuérama,charihuerama,é,1,7,Medial,4,3,Variante,1,2,25,pret.: charihuéeri; fut.:charihuérama,pret.: charihuéeri; fut.:charihuérama,,No aplica,No aplica,RD-000662,Charihué,Vi,Vi,Tener ramitas,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000859,Charóara,charóara,charoara,ó,1,4,Medial,2,3,Lema,1,1,0,Charóara,Charóara,,No aplica,No aplica,RD-000663,Charóara,S,S,Quijada,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000860,Charóarahua,charóarahua,charoarahua,ó,1,4,Medial,2,5,Lema,1,1,0,Charóarahua,Charóarahua,,No aplica,No aplica,RD-000664,Charóarahua,S,S,Barba,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000861,Chatátami,chatátami,chatatami,á,1,4,Medial,2,3,Lema,1,1,0,Chatátami,Chatátami,,No aplica,No aplica,RD-000638,Chatátami,Pp,Pp,Muy angosto (bordo),1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000862,Cha´í,chaʼí,chaʼi,í,1,4,Final,2,1,Lema,1,1,0,Cha´í,Cha´í,,No aplica,No aplica,RD-000643,Cha´í,Vi,Vi,"Apretarse, atorarse",1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000863,cha’mérahuara,chaʼmérahuara,chaʼmerahuara,é,1,5,Medial,2,5,Ejemplo RRM,1,2,5,Nijé cha’mérahuara.,Nijé cha’mérahuara. Mi lengua.,PAR-000647-01-01,Alineado,Media,RD-000647,Cha’mérohua,S,S,Lengua,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000864,Cha’mérohua,chaʼmérohua,chaʼmerohua,é,1,5,Medial,2,4,Lema,1,1,0,Cha’mérohua,Cha’mérohua,,No aplica,No aplica,RD-000647,Cha’mérohua,S,S,Lengua,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000865,Cha’mí,chaʼmí,chaʼmi,í,1,5,Final,2,1,Lema,1,1,0,Cha’mí,Cha’mí,,No aplica,No aplica,RD-000648,Cha’mí,Vt,Vt,Lamer,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000866,cha’miméa,chaʼmiméa,chaʼmimea,é,1,7,Medial,3,2,Variante,1,1,6,fut.: cha’miméa,fut.: cha’miméa,,No aplica,No aplica,RD-000648,Cha’mí,Vt,Vt,Lamer,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000867,Chérami,chérami,cherami,é,1,2,Medial,1,3,Lema,1,1,0,Chérami,Chérami,,No aplica,No aplica,RD-000668,Chérami,Adj,Adj,Vieja (cosa),1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000868,Chí,chí,chi,í,1,2,Final,1,1,Lema,1,1,0,Chí,Chí,,No aplica,No aplica,RD-000669,Chí,Pron,Pron,Me,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000869,Chibá,chibá,chiba,á,1,4,Final,2,1,Ejemplo RRM,2,1,0,Chibá cumabo.,"Ichírari cumari. Curaron la siembra. Chibá cumabo. Vamos a curar las chivas, ahumeándolas.",PAR-000581-01-02,Alineado,Media,RD-000581,Cumá,Vi,Vi,"1. Curar (con humo, p. ej.: gente, animales, siembra) 2. Limpiar con humo (después de enterrar a un muerto",7,4,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000870,Chibá,chibá,chiba,á,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chibá huichira.,Chibá huichira. Cuerno de chiva. Chibá hui’íra. Cebo de chiva. Chibá huitara. Estiércol de chiva.,PAR-000670-01-01,Alineado,Media,RD-000670,Chibá,S esp,S,Chiva,7,4,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000871,Chibá,chibá,chiba,á,1,4,Final,2,1,Ejemplo RRM,2,1,0,Chibá hui’íra.,Chibá huichira. Cuerno de chiva. Chibá hui’íra. Cebo de chiva. Chibá huitara. Estiércol de chiva.,PAR-000670-01-02,Alineado,Media,RD-000670,Chibá,S esp,S,Chiva,7,4,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000872,Chibá,chibá,chiba,á,1,4,Final,2,1,Ejemplo RRM,3,1,0,Chibá huitara.,Chibá huichira. Cuerno de chiva. Chibá hui’íra. Cebo de chiva. Chibá huitara. Estiércol de chiva.,PAR-000670-01-03,Alineado,Media,RD-000670,Chibá,S esp,S,Chiva,7,4,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000873,Chibá,chibá,chiba,á,1,4,Final,2,1,Lema,1,1,0,Chibá,Chibá,,No aplica,No aplica,RD-000670,Chibá,S esp,S,Chiva,7,4,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000874,Chibá,chibá,chiba,á,1,4,Final,2,1,Ejemplo RRM,1,1,0,Chibá meca huirira.,Chibá meca huirira. Anda cuidando las chivas [pret.: huirírari: fut.: huiriráma].,PAR-001023-01-01,Alineado,Media,RD-001023,Huirira,Vi,Vi,Andar (haciendo algo),7,4,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000875,Chibá,chibá,chiba,á,1,4,Final,2,1,Ejemplo RRM,1,1,2,. Chibá huitara.,[fut.: huitaméa]. Chibá huitara. Estiércol de chiva.,PAR-001039-01-01,Alineado,Baja,RD-001039,Huitá,,Sin clasificar,"1. vi Hacer estiércol 2. s Estiércol, excremento",7,4,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000876,Chibisíami,chibisíami,chibisiami,í,1,6,Medial,3,3,Lema,1,1,0,Chibisíami,Chibisíami,,No aplica,No aplica,RD-000672,Chibisíami,Adj,Adj,Malo,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000877,Chicá,chicá,chica,á,1,4,Final,2,1,Lema,1,1,0,Chicá,Chicá,,No aplica,No aplica,RD-000673,Chicá,S,S,Ardilla mediana (de la tierra),1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000878,Chichimó,chichimó,chichimo,ó,1,7,Final,3,1,Lema,1,1,0,Chichimó,Chichimó,,No aplica,No aplica,RD-000677,Chichimó,S,S,Ardillita de la tierra (vive entre las piedras),1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000879,chicónami,chicónami,chiconami,ó,1,4,Medial,2,3,Ejemplo RRM,1,3,10,Biré cusí chicónami.,Biré cusí chicónami. Palo chueco.,PAR-000674-01-01,Alineado,Media,RD-000674,Chicónami,Adj,Adj,Chueco,2,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000880,Chicónami,chicónami,chiconami,ó,1,4,Medial,2,3,Lema,1,1,0,Chicónami,Chicónami,,No aplica,No aplica,RD-000674,Chicónami,Adj,Adj,Chueco,2,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000881,chicóori,chicóori,chicoori,ó,1,4,Medial,2,3,Variante,1,1,7,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,,No aplica,No aplica,RD-000675,Chicora,Vi,Vi,Tener comezón,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000882,chicórahuami,chicórahuami,chicorahuami,ó,1,4,Medial,2,5,Variante,1,3,39,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,,No aplica,No aplica,RD-000675,Chicora,Vi,Vi,Tener comezón,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000883,chicórama,chicórama,chicorama,ó,1,4,Medial,2,3,Variante,1,2,23,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,pret.: chicóori; fut.: chicórama; pp.: chicórahuami,,No aplica,No aplica,RD-000675,Chicora,Vi,Vi,Tener comezón,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000884,Chigá,chigá,chiga,á,1,4,Final,2,1,Ejemplo RRM,2,1,1,¿Chigá bucura ju?,"Nijé bucura cahué ju. Es mi caballo. ¿Chigá bucura ju? ¿Quién es el dueño? (del animal). Si'nu bucura, bestia ajena.",PAR-000321-01-02,Alineado,Media,RD-000321,Bucura,Adj,Adj,Poseedor (de un animal),2,2,SRC-02,DICCIONARIO raramuri.pdf,19,20,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000885,Chigá,chigá,chiga,á,1,4,Final,2,1,Lema,1,1,1,¿Chigá?,¿Chigá?,,No aplica,No aplica,RD-000679,¿Chigá?,Interr,Interr,¿Quién?,2,2,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000886,Chigó,chigó,chigo,ó,1,4,Final,2,1,Lema,1,1,0,Chigó,Chigó,,No aplica,No aplica,RD-000680,Chigó,Vt,Vt,Robar,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-000887,Chigórami,chigórami,chigorami,ó,1,4,Medial,2,3,Lema,1,1,0,Chigórami,Chigórami,,No aplica,No aplica,RD-000681,Chigórami,"Adj, s",Adj,Ladrón,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y prosódico
