saltillo_id,form,normalized_form,search_form,saltillo_glyphs,saltillo_count,position,saltillo_indexes,source_field,field_index,token_ordinal,context_index,context,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
SAL-000166,bu’huimea,buʼhuimea,buʼhuimea,’,1,Medial,2,Variante,1,1,17,"pl.: bití; fut.: bu’huimea, bu’huibamina",RD-000332,Bu'huí,Vi,Vi,Acostarse (solo),2,1,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000167,Bu'huírasama,buʼhuírasama,buʼhuirasama,',1,Medial,2,Lema,1,1,0,Bu'huírasama,RD-000336,Bu'huírasama,Vi,Vi,Tambalearse,1,1,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000168,bu’huiri,buʼhuiri,buʼhuiri,’,1,Medial,2,Ejemplo,1,2,29,Ri’ré pachá masántari cárari bu’huiri. Debajo del manzano hay sombra.,RD-000431,Cárari,S,S,Sombra,1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000169,B’huichí,bʼhuichí,bʼhuichi,’,1,Medial,1,Ejemplo,1,1,0,B’huichí botoburi. Lo hundió en el agua.,RD-000319,Botobú,Vt,Vt,"Hundir, sumergir.",1,1,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000170,ca’huá,caʼhuá,caʼhua,’,1,Medial,2,Ejemplo,1,2,44,"Jipi quetasi te ca’huara, echi torí quetasi ca’huá. Ahora no hay huevos, las gallinas no ponen. [fut.: ca'huaméa] Torí ca'huara. S huevos de galina.",RD-000378,Ca’huá,Vt,Vt,Poner huevos,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000171,Ca’huá,caʼhuá,caʼhua,’,1,Medial,2,Lema,1,1,0,Ca’huá,RD-000378,Ca’huá,Vt,Vt,Poner huevos,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000172,ca'huaméa,caʼhuaméa,caʼhuamea,',1,Medial,2,Ejemplo,1,3,103,"Jipi quetasi te ca’huara, echi torí quetasi ca’huá. Ahora no hay huevos, las gallinas no ponen. [fut.: ca'huaméa] Torí ca'huara. S huevos de galina.",RD-000378,Ca’huá,Vt,Vt,Poner huevos,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000173,ca'huaméa,caʼhuaméa,caʼhuamea,',1,Medial,2,Variante,1,1,6,fut.: ca'huaméa,RD-000378,Ca’huá,Vt,Vt,Poner huevos,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000174,ca’huara,caʼhuara,caʼhuara,’,1,Medial,2,Ejemplo,1,1,16,"Jipi quetasi te ca’huara, echi torí quetasi ca’huá. Ahora no hay huevos, las gallinas no ponen. [fut.: ca'huaméa] Torí ca'huara. S huevos de galina.",RD-000378,Ca’huá,Vt,Vt,Poner huevos,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000175,ca'huara,caʼhuara,caʼhuara,',1,Medial,2,Ejemplo,1,4,119,"Jipi quetasi te ca’huara, echi torí quetasi ca’huá. Ahora no hay huevos, las gallinas no ponen. [fut.: ca'huaméa] Torí ca'huara. S huevos de galina.",RD-000378,Ca’huá,Vt,Vt,Poner huevos,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000176,Ca'hué,caʼhué,caʼhue,',1,Medial,2,Lema,1,1,0,Ca'hué,RD-000380,Ca'hué,Vi,Vi,Tener liendres,1,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000177,ca'huéami,caʼhuéami,caʼhueami,',1,Medial,2,Ejemplo,1,1,4,Hue ca'huéami ju mo'ochí. Tiene muchas liendres en la cabeza. [pret.: ca'huéari; fut.: ca'huérama],RD-000380,Ca'hué,Vi,Vi,Tener liendres,1,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000178,ca'huéari,caʼhuéari,caʼhueari,',1,Medial,2,Ejemplo,1,3,70,Hue ca'huéami ju mo'ochí. Tiene muchas liendres en la cabeza. [pret.: ca'huéari; fut.: ca'huérama],RD-000380,Ca'hué,Vi,Vi,Tener liendres,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000179,ca'huéari,caʼhuéari,caʼhueari,',1,Medial,2,Variante,1,1,7,pret.: ca'huéari; fut.: ca'huérama,RD-000380,Ca'hué,Vi,Vi,Tener liendres,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000180,ca'huérama,caʼhuérama,caʼhuerama,',1,Medial,2,Ejemplo,1,4,87,Hue ca'huéami ju mo'ochí. Tiene muchas liendres en la cabeza. [pret.: ca'huéari; fut.: ca'huérama],RD-000380,Ca'hué,Vi,Vi,Tener liendres,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000181,ca'huérama,caʼhuérama,caʼhuerama,',1,Medial,2,Variante,1,2,24,pret.: ca'huéari; fut.: ca'huérama,RD-000380,Ca'hué,Vi,Vi,Tener liendres,2,1,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000182,ca’hui,caʼhui,caʼhui,’,1,Medial,2,Ejemplo,1,1,39,"Cu apera, llevar leña (en el lomo). Cu ca’hui, traer leña.",RD-000556,Cu,S,S,"Leña, madera",1,1,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000183,Ca'marota,caʼmarota,caʼmarota,',1,Medial,2,Lema,1,1,0,Ca'marota,RD-000391,Ca'marota,Vi,Vi,Ampollarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000184,ca'marótari,caʼmarótari,caʼmarotari,',1,Medial,2,Ejemplo,1,1,31,Hue nóchari nijé ocó mitée; ma ca'marótari sicachí. Trabajé mucho tumbando pinos; ya se ampollaron mis manos.,RD-000391,Ca'marota,Vi,Vi,Ampollarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000185,Ca'mí,caʼmí,caʼmi,',1,Medial,2,Ejemplo,1,1,0,Ca'mí aquibi. Se cayó.,RD-000393,Ca'mí,Vi,Vi,Caerse (un poste o un pino),2,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000186,Ca'mí,caʼmí,caʼmi,',1,Medial,2,Lema,1,1,0,Ca'mí,RD-000393,Ca'mí,Vi,Vi,Caerse (un poste o un pino),2,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000187,Ca'mina,caʼmina,caʼmina,',1,Medial,2,Lema,1,1,0,Ca'mina,RD-000396,Ca'mina,Vt,Vt,Tumbar,1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000188,ca'minama,caʼminama,caʼminama,',1,Medial,2,Ejemplo,1,1,7,[fut.: ca'minama],RD-000396,Ca'mina,Vt,Vt,Tumbar,2,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000189,ca'minama,caʼminama,caʼminama,',1,Medial,2,Variante,1,1,6,fut.: ca'minama,RD-000396,Ca'mina,Vt,Vt,Tumbar,2,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000190,Ca'mocha,caʼmocha,caʼmocha,',1,Medial,2,Lema,1,1,0,Ca'mocha,RD-000398,Ca'mocha,Vi,Vi,Hincharse la cara,1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000191,ca'móchari,caʼmóchari,caʼmochari,',1,Medial,2,Ejemplo,1,1,8,Banachí ca'móchari. Se le hinchó la mejilla,RD-000398,Ca'mocha,Vi,Vi,Hincharse la cara,1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000192,Ca'moché,caʼmoché,caʼmoche,',1,Medial,2,Lema,1,1,0,Ca'moché,RD-000399,Ca'moché,Vi,Vi,Taparse la garganta (cuando se come algo seco),1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000193,Ca'muchí,caʼmuchí,caʼmuchi,',1,Medial,2,Lema,1,1,0,Ca'muchí,RD-000401,Ca'muchí,Vi,Vi,Maíz para hacer palomitas,1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000194,Ca'muchita,caʼmuchita,caʼmuchita,',1,Medial,2,Lema,1,1,0,Ca'muchita,RD-000402,Ca'muchita,Vt,Vt,Hacer palomitas (tostando el maíz),1,1,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000195,Ca'ó,caʼó,caʼo,',1,Medial,2,Lema,1,1,0,Ca'ó,RD-000409,Ca'ó,Adv,Adv,Arriba por el arroyo,1,1,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000196,Ca'ona,caʼona,caʼona,',1,Medial,2,Ejemplo,1,2,46,"Mi ca'ónani bité. Vivo arriba, por el arroyo. Ca'ona na'rí ju. Es para arriba, en el arroyo. Ca'ona. Para arriba en el arroyo.",RD-000409,Ca'ó,Adv,Adv,Arriba por el arroyo,2,1,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000197,Ca'ona,caʼona,caʼona,',1,Medial,2,Ejemplo,1,4,93,"Mi ca'ónani bité. Vivo arriba, por el arroyo. Ca'ona na'rí ju. Es para arriba, en el arroyo. Ca'ona. Para arriba en el arroyo.",RD-000409,Ca'ó,Adv,Adv,Arriba por el arroyo,2,1,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000198,ca'ónani,caʼónani,caʼonani,',1,Medial,2,Ejemplo,1,1,3,"Mi ca'ónani bité. Vivo arriba, por el arroyo. Ca'ona na'rí ju. Es para arriba, en el arroyo. Ca'ona. Para arriba en el arroyo.",RD-000409,Ca'ó,Adv,Adv,Arriba por el arroyo,1,1,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000199,ca'rara,caʼrara,caʼrara,',1,Medial,2,Ejemplo,1,2,87,"Hue charé buhué; auchecho cu a'larabo, está muy malo el camino; lo arreglaremos. Vease ca'rara",RD-000039,A'lara,Vt,Vt,"Mejorar, arreglar, preparar",3,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000200,ca'rara,caʼrara,caʼrara,',1,Medial,2,Variante,1,1,6,véase ca'rara,RD-000039,A'lara,Vt,Vt,"Mejorar, arreglar, preparar",3,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000201,Ca’rara,caʼrara,caʼrara,’,1,Medial,2,Lema,1,1,0,Ca’rara,RD-000430,Ca’rara,Vt,Vt,Mejorar,3,2,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000202,Ca’rí,caʼrí,caʼri,’,1,Medial,2,Lema,1,1,0,Ca’rí,RD-000435,Ca’rí,Vi,Vi,Quebrarse (un palo),1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000203,Ca’rígami,caʼrígami,caʼrigami,’,1,Medial,2,Ejemplo,1,1,0,Ca’rígami. pp.: quebrado Ca’riná. imper.: ¡quiébralo!,RD-000441,Ca’rina,Vt,Vt,Quebrar,1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000204,Ca’riná,caʼriná,caʼrina,’,1,Medial,2,Ejemplo,1,2,25,Ca’rígami. pp.: quebrado Ca’riná. imper.: ¡quiébralo!,RD-000441,Ca’rina,Vt,Vt,Quebrar,1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000205,Ca’rina,caʼrina,caʼrina,’,1,Medial,2,Lema,1,1,0,Ca’rina,RD-000441,Ca’rina,Vt,Vt,Quebrar,1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000206,Ca’riní,caʼriní,caʼrini,’,1,Medial,2,Ejemplo,1,2,59,ripurá cusirá ma ca’riri. El mango del hacha ya se quebró. Ca’riní. Está quebrándose.,RD-000435,Ca’rí,Vi,Vi,Quebrarse (un palo),1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000207,ca’riri,caʼriri,caʼriri,’,1,Medial,2,Ejemplo,1,1,17,ripurá cusirá ma ca’riri. El mango del hacha ya se quebró. Ca’riní. Está quebrándose.,RD-000435,Ca’rí,Vi,Vi,Quebrarse (un palo),1,1,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000208,Ca'yé,caʼyé,caʼye,',1,Medial,2,Lema,1,1,0,Ca'yé,RD-000469,Ca'yé,Adv,Adv,Donde se llega después de atravesar varios arroyos,1,1,SRC-02,DICCIONARIO raramuri.pdf,26,26,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000209,Ca'yena,caʼyena,caʼyena,',1,Medial,2,Ejemplo,1,1,0,"Ca'yena, por el faldeo.",RD-000469,Ca'yé,Adv,Adv,Donde se llega después de atravesar varios arroyos,1,1,SRC-02,DICCIONARIO raramuri.pdf,26,26,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000210,Ca'yénahua,caʼyénahua,caʼyenahua,',1,Medial,2,Lema,1,1,0,Ca'yénahua,RD-000471,Ca'yénahua,Vi,Vi,"Atravesar, poner atravesado",1,1,SRC-02,DICCIONARIO raramuri.pdf,26,26,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000211,Cha´í,chaʼí,chaʼi,´,1,Medial,3,Lema,1,1,0,Cha´í,RD-000643,Cha´í,Vi,Vi,"Apretarse, atorarse",1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000212,Cha’ira,chaʼira,chaʼira,’,1,Medial,3,Lema,1,1,0,Cha’ira,RD-000644,Cha’ira,Vt,Vt,Apretar,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000213,cha’mérahuara,chaʼmérahuara,chaʼmerahuara,’,1,Medial,3,Ejemplo,1,1,5,Nijé cha’mérahuara. Mi lengua.,RD-000647,Cha’mérohua,S,S,Lengua,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000214,Cha’mérohua,chaʼmérohua,chaʼmerohua,’,1,Medial,3,Lema,1,1,0,Cha’mérohua,RD-000647,Cha’mérohua,S,S,Lengua,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000215,Cha’mí,chaʼmí,chaʼmi,’,1,Medial,3,Lema,1,1,0,Cha’mí,RD-000648,Cha’mí,Vt,Vt,Lamer,1,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000216,cha’miméa,chaʼmiméa,chaʼmimea,’,1,Medial,3,Ejemplo,1,1,7,[fut.: cha’miméa].,RD-000648,Cha’mí,Vt,Vt,Lamer,2,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000217,cha’miméa,chaʼmiméa,chaʼmimea,’,1,Medial,3,Variante,1,1,6,fut.: cha’miméa,RD-000648,Cha’mí,Vt,Vt,Lamer,2,1,SRC-02,DICCIONARIO raramuri.pdf,33,33,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000218,Chi’é,chiʼé,chiʼe,’,1,Medial,3,Lema,1,1,0,Chi’é,RD-000678,Chi’é,S,S,"Cuñado, cuñada (casada con el hermano mayor o la hermana mayor; con la prima hermana. Mujer casada con primo hermano mayor).",1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000219,Chi’huá,chiʼhuá,chiʼhua,’,1,Medial,3,Lema,1,1,0,Chi’huá,RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000220,Chi’huáami,chiʼhuáami,chiʼhuaami,’,1,Medial,3,Ejemplo,1,4,95,"Casichí chi’huari. Se cortó en la pierna. [pret.: chi’huari]. Chi’huaní. Vi Estar rompiéndose. Chi’huáami. Adj Roto, quebrado.",RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000221,Chi’huana,chiʼhuana,chiʼhuana,’,1,Medial,3,Lema,1,1,0,Chi’huana,RD-000687,Chi’huana,Vt,Vt,1. Romper 2. Cortar 3. Rasgar,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000222,chi’huanama,chiʼhuanama,chiʼhuanama,’,1,Medial,3,Ejemplo,1,1,7,[fut.: chi’huanama; pret.: chi’huánari].,RD-000687,Chi’huana,Vt,Vt,1. Romper 2. Cortar 3. Rasgar,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000223,chi’huanama,chiʼhuanama,chiʼhuanama,’,1,Medial,3,Variante,1,1,6,fut.: chi’huanama; pret.: chi’huánari,RD-000687,Chi’huana,Vt,Vt,1. Romper 2. Cortar 3. Rasgar,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000224,chi’huánari,chiʼhuánari,chiʼhuanari,’,1,Medial,3,Ejemplo,1,2,27,[fut.: chi’huanama; pret.: chi’huánari].,RD-000687,Chi’huana,Vt,Vt,1. Romper 2. Cortar 3. Rasgar,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000225,chi’huánari,chiʼhuánari,chiʼhuanari,’,1,Medial,3,Variante,1,2,26,fut.: chi’huanama; pret.: chi’huánari,RD-000687,Chi’huana,Vt,Vt,1. Romper 2. Cortar 3. Rasgar,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000226,Chi’huaní,chiʼhuaní,chiʼhuani,’,1,Medial,3,Ejemplo,1,3,62,"Casichí chi’huari. Se cortó en la pierna. [pret.: chi’huari]. Chi’huaní. Vi Estar rompiéndose. Chi’huáami. Adj Roto, quebrado.",RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000227,Chi’huara,chiʼhuara,chiʼhuara,’,1,Medial,3,Lema,1,1,0,Chi’huara,RD-000688,Chi’huara,S,S,Ubre,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000228,chi’huari,chiʼhuari,chiʼhuari,’,1,Medial,3,Ejemplo,1,2,7,"Hui’ré chi’huari cu’huíichi. Se hizo una cortada muy grande en la espinilla. Nijé cu’huíicharachi, en mi espinilla.",RD-000572,Cu’huíichi,S,S,Espinilla,4,2,SRC-02,DICCIONARIO raramuri.pdf,30,31,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000229,chi’huari,chiʼhuari,chiʼhuari,’,1,Medial,3,Ejemplo,1,1,8,"Casichí chi’huari. Se cortó en la pierna. [pret.: chi’huari]. Chi’huaní. Vi Estar rompiéndose. Chi’huáami. Adj Roto, quebrado.",RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,4,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000230,chi’huari,chiʼhuari,chiʼhuari,’,1,Medial,3,Ejemplo,1,2,50,"Casichí chi’huari. Se cortó en la pierna. [pret.: chi’huari]. Chi’huaní. Vi Estar rompiéndose. Chi’huáami. Adj Roto, quebrado.",RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,4,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000231,chi’huari,chiʼhuari,chiʼhuari,’,1,Medial,3,Variante,1,1,7,pret.: chi’huari,RD-000684,Chi’huá,Vi,Vi,1. Romperse 2. Cortarse,4,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000232,Chi’í,chiʼí,chiʼi,’,1,Medial,3,Lema,1,1,0,Chi’í,RD-000691,Chi’í,Vt,Vt,"Mamar, tomar pecho",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000233,chi’íami,chiʼíami,chiʼiami,’,1,Medial,3,Ejemplo,1,1,21,Echi táa múchari hue chi’íami ju. Ese bebé es muy mamador.,RD-000692,Chi’íami,Adj,Adj,Mamador,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000234,Chi’íami,chiʼíami,chiʼiami,’,1,Medial,3,Lema,1,1,0,Chi’íami,RD-000692,Chi’íami,Adj,Adj,Mamador,2,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000235,Chi’ibú,chiʼibú,chiʼibu,’,1,Medial,3,Lema,1,1,0,Chi’ibú,RD-000693,Chi’ibú,Vt,Vt,"Acornear, picar (con alguna cosa)",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000236,chi'iburi,chiʼiburi,chiʼiburi,',1,Medial,3,Ejemplo,1,1,15,"Echi toro tamí chi'iburi; ma huaminá arémani, ese toro me acorneó; ya voy a descornarlo.",RD-000090,Aré,Vt,Vt,Descornar,2,2,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000237,chi’iburi,chiʼiburi,chiʼiburi,’,1,Medial,3,Ejemplo,1,1,15,Biré toro tamí chi’iburi. Un toro me picó con sus cuernos.,RD-000693,Chi’ibú,Vt,Vt,"Acornear, picar (con alguna cosa)",2,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000238,Chi’íra,chiʼíra,chiʼira,’,1,Medial,3,Lema,1,1,0,Chi’íra,RD-000694,Chi’íra,Vt,Vt,"Amamantar, dar el pecho",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000239,Chi’mú,chiʼmú,chiʼmu,’,1,Medial,3,Ejemplo,1,1,0,Chi’mú. Vt Dar leche.,RD-000694,Chi’íra,Vt,Vt,"Amamantar, dar el pecho",1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000240,Chi’múcari,chiʼmúcari,chiʼmucari,’,1,Medial,3,Lema,1,1,0,Chi’múcari,RD-000701,Chi’múcari,S,S,Calabacita,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000241,Chi’mura,chiʼmura,chiʼmura,’,1,Medial,3,Lema,1,1,0,Chi’mura,RD-000703,Chi’mura,S,S,Seno,1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000242,Chi’muri,chiʼmuri,chiʼmuri,’,1,Medial,3,Lema,1,1,0,Chi’muri,RD-000704,Chi’muri,S,S,Teta,2,2,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000243,chi’muri,chiʼmuri,chiʼmuri,’,1,Medial,3,Ejemplo,1,1,18,"Echi huáasu huarú chi’muri; ma huisunámani. Esa vaca da mucha leche, voy a ordeñarla. Huisuchi. S Donde sale un chorro.",RD-001037,Huisú,,Sin clasificar,"1. vt Dar leche, ordeñar 2. vi Salir un chorro",2,2,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000244,Chi’ná,chiʼná,chiʼna,’,1,Medial,3,Lema,1,1,0,Chi’ná,RD-000705,Chi’ná,Vt,Vt,Echar chispas (la lumbre),1,1,SRC-02,DICCIONARIO raramuri.pdf,35,35,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000245,Chi’rá,chiʼrá,chiʼra,’,1,Medial,3,Lema,1,1,0,Chi’rá,RD-000716,Chi’rá,Vi,Vi,Amanecer (el día),5,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000246,Chi’rá,chiʼrá,chiʼra,’,1,Medial,3,Lema,1,1,0,Chi’rá,RD-000717,Chi’rá,Vi,Vi,"Estar tierno (elote, calabaza)",5,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000247,Chi’rá,chiʼrá,chiʼra,’,1,Medial,3,Lema,1,1,0,Chi’rá,RD-000718,Chi’rá,Vt,Vt,aplastar,5,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000248,chi’rá,chiʼrá,chiʼra,’,1,Medial,3,Ejemplo,1,1,11,[futuro de chi’rá],RD-000728,Chi’rimea,,Sin clasificar,Amanecerá,5,4,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y fonológico
