variant_id,form_a,form_b,form_a_normalized,form_b_normalized,pattern,relation_type,derivation_method,entry_id,entry_ids,related_entry_id,classification,evidence,source_code,source_document,page_start,page_end,source_status,validation_status
VAR-000207,Huirá,huirásari,huira,huirasari,pret,Flexión,Etiqueta morfológica explícita,RD-001010,RD-001010,,Vt,pl.: jahua; pret.: huirásari,SRC-02,DICCIONARIO raramuri.pdf,47,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000208,Huiraba,huirábari,huiraba,huirabari,pret,Flexión,Etiqueta morfológica explícita,RD-001012,RD-001012,,Vt,pret.: huirábari,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000209,Huiriba,huiríbari,huiriba,huiribari,pret,Flexión,Etiqueta morfológica explícita,RD-001019,RD-001019,,Vi sing,pret.: huiríbari; fut.: huiribama; pl.: jaba,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000210,Huirira,huirírari: fut.: huiriráma,huirira,huirirari: fut.: huirirama,pret,Flexión,Etiqueta morfológica explícita,RD-001023,RD-001023,,Vi,pret.: huirírari: fut.: huiriráma,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000211,Huirisa,huirísari,huirisa,huirisari,pret,Flexión,Etiqueta morfológica explícita,RD-001024,RD-001024,,Vi sing,pl.: jasa; pret.: huirísari,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo lingüístico
VAR-000212,Iché,ichéari,iche,icheari,pret,Flexión,Etiqueta morfológica explícita,RD-001060,RD-001060,,Vi,pret.: ichéari; fut.: ichérama,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo lingüístico
VAR-000213,‘Huécami,huiráami,'huecami,huiraami,sing,Flexión,Etiqueta morfológica explícita,RD-000940,RD-000940,,S pl,sing.: huiráami,SRC-02,DICCIONARIO raramuri.pdf,44,44,Transcrito,Pendiente de cotejo lingüístico
VAR-000214,Ahuínari,bi'neri,ahuinari,bi'neri,sing,Flexión,Etiqueta morfológica explícita,RD-000035,RD-000035,,Adv pl,sing.: bi'neri,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo lingüístico
VAR-000215,Asayé,sayé,asaye,saye,sing,Flexión,Etiqueta morfológica explícita,RD-000105,RD-000105,,S pl,sing.: sayé,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito,Pendiente de cotejo lingüístico
VAR-000216,Bití,bu'huí,biti,bu'hui,sing,Flexión,Etiqueta morfológica explícita,RD-000285,RD-000285,,Vi pl,sing.: bu'huí; fut.: bitimea,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo lingüístico
VAR-000217,Cabora,capora,cabora,capora,sing,Flexión,Etiqueta morfológica explícita,RD-000369,RD-000369,,Vi pl,sing.: capora,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo lingüístico
VAR-000218,Cúchara,ranara,cuchara,ranara,sing,Flexión,Etiqueta morfológica explícita,RD-000559,RD-000559,,S,sing.: ranara,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo lingüístico
VAR-000219,Cuchi,ta,cuchi,ta,sing,Flexión,Etiqueta morfológica explícita,RD-000560,RD-000560,,Adj pl,sing.: ta,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo lingüístico
VAR-000220,Cuchiri,churi,cuchiri,churi,sing,Flexión,Etiqueta morfológica explícita,RD-000565,RD-000565,,S pl,sing.: churi,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo lingüístico
VAR-000221,Cúruhui,tohuí,curuhui,tohui,sing,Flexión,Etiqueta morfológica explícita,RD-000604,RD-000604,,S pl,sing.: tohuí,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo lingüístico
VAR-000222,Cúuchi,táa,cuuchi,taa,sing,Flexión,Etiqueta morfológica explícita,RD-000626,RD-000626,,S pl,sing.: táa,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo lingüístico
VAR-000223,Ibóisi,bóisi,iboisi,boisi,sing,Flexión,Etiqueta morfológica explícita,RD-001050,RD-001050,,S pl,sing.: bóisi,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo lingüístico
VAR-000224,Igúsuhuami,cusihua,igusuhuami,cusihua,sing,Flexión,Etiqueta morfológica explícita,RD-001068,RD-001068,,S pl,sing.: cusihua,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo lingüístico
VAR-000225,Ihuéami,tihué,ihueami,tihue,sing,Flexión,Etiqueta morfológica explícita,RD-001074,RD-001074,,Adj,sing.: tihué,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo lingüístico
VAR-000226,Bacá,Huaca,baca,huaca,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000127,RD-000127|RD-000866,RD-000866,S | S,RD-000127: Bacá | RD-000866: Huaca,SRC-02,DICCIONARIO raramuri.pdf,9,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000227,Bacá,Huaca,baca,huaca,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000127,RD-000127|RD-000867,RD-000867,S | S,RD-000127: Bacá | RD-000867: Huaca,SRC-02,DICCIONARIO raramuri.pdf,9,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000228,Bacá,Huacá,baca,huaca,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000127,RD-000127|RD-000868,RD-000868,S | Vi,RD-000127: Bacá | RD-000868: Huacá,SRC-02,DICCIONARIO raramuri.pdf,9,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000229,Bacá,Huacá,baca,huaca,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000127,RD-000127|RD-000869,RD-000869,S | S,RD-000127: Bacá | RD-000869: Huacá,SRC-02,DICCIONARIO raramuri.pdf,9,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000230,Bachi,Huachí,bachi,huachi,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000146,RD-000146|RD-000876,RD-000876,S | Vi,RD-000146: Bachi | RD-000876: Huachí,SRC-02,DICCIONARIO raramuri.pdf,10,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000231,Bachi,Huachí,bachi,huachi,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000147,RD-000147|RD-000876,RD-000876,S | Vi,RD-000147: Bachi | RD-000876: Huachí,SRC-02,DICCIONARIO raramuri.pdf,10,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000232,Baná,Huaná,bana,huana,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000174,RD-000174|RD-000894,RD-000894,S | Adv,RD-000174: Baná | RD-000894: Huaná,SRC-02,DICCIONARIO raramuri.pdf,12,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000233,Banihuí,Huanihuí,banihui,huanihui,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000181,RD-000181|RD-000896,RD-000896,Vi | Vi,RD-000181: Banihuí | RD-000896: Huanihuí,SRC-02,DICCIONARIO raramuri.pdf,13,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000234,Banihuí,Huanihuí,banihui,huanihui,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000181,RD-000181|RD-000897,RD-000897,Vi | Adv,RD-000181: Banihuí | RD-000897: Huanihuí,SRC-02,DICCIONARIO raramuri.pdf,13,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000235,Baquí,Huaquí,baqui,huaqui,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000185,RD-000185|RD-000899,RD-000899,Vi | S,RD-000185: Baquí | RD-000899: Huaquí,SRC-02,DICCIONARIO raramuri.pdf,13,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000236,Bará,Huará,bara,huara,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000187,RD-000187|RD-000904,RD-000904,S | S,RD-000187: Bará | RD-000904: Huará,SRC-02,DICCIONARIO raramuri.pdf,13,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000237,Baré,Huaré,bare,huare,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000192,RD-000192|RD-000906,RD-000906,S | Adv,RD-000192: Baré | RD-000906: Huaré,SRC-02,DICCIONARIO raramuri.pdf,13,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000238,Barí,Huari,bari,huari,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000193,RD-000193|RD-000907,RD-000907,S | S esp,RD-000193: Barí | RD-000907: Huari,SRC-02,DICCIONARIO raramuri.pdf,13,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000239,Basá,Huasa,basa,huasa,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000195,RD-000195|RD-000917,RD-000917,Vt | vt,RD-000195: Basá | RD-000917: Huasa,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000240,Basá,Huasá,basa,huasa,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000195,RD-000195|RD-000918,RD-000918,Vt | S,RD-000195: Basá | RD-000918: Huasá,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000241,Basi,Huasí,basi,huasi,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000198,RD-000198|RD-000923,RD-000923,S | S,RD-000198: Basi | RD-000923: Huasí,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000242,Basi,Huasí,basi,huasi,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000198,RD-000198|RD-000924,RD-000924,S | S,RD-000198: Basi | RD-000924: Huasí,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000243,Basoná,Huasoná,basona,huasona,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000203,RD-000203|RD-000927,RD-000927,S | S,RD-000203: Basoná | RD-000927: Huasoná,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000244,Basoná,Huasoná,basona,huasona,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000204,RD-000204|RD-000927,RD-000927,Vt | S,RD-000204: Basoná | RD-000927: Huasoná,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000245,Bayé,Huayé,baye,huaye,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000214,RD-000214|RD-000937,RD-000937,Vi | S,RD-000214: Bayé | RD-000937: Huayé,SRC-02,DICCIONARIO raramuri.pdf,14,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000246,Bayena,Huayena,bayena,huayena,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000216,RD-000216|RD-000938,RD-000938,S | S,RD-000216: Bayena | RD-000938: Huayena,SRC-02,DICCIONARIO raramuri.pdf,15,44,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000247,Chibá,Chihuá,chiba,chihua,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000670,RD-000670|RD-000683,RD-000683,S esp | Vt,RD-000670: Chibá | RD-000683: Chihuá,SRC-02,DICCIONARIO raramuri.pdf,34,35,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000248,Cobá,Cohua,coba,cohua,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000475,RD-000475|RD-000488,RD-000488,Vi | Vt,RD-000475: Cobá | RD-000488: Cohua,SRC-02,DICCIONARIO raramuri.pdf,26,27,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000249,Cobata,cohuata,cobata,cohuata,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-000476,RD-000476|RD-000493,RD-000493,Vt | S,RD-000476: Cobata | RD-000493: cohuata,SRC-02,DICCIONARIO raramuri.pdf,26,27,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000250,Huicuba,huicuhua,huicuba,huicuhua,ba/hua,Gráfica,Explícita en el lema,RD-000967,RD-000967,,Vt,"Huicuba, huicuhua",SRC-02,DICCIONARIO raramuri.pdf,46,46,Transcrito,Pendiente de cotejo lingüístico
VAR-000251,Jaba,Jahua,jaba,jahua,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-001127,RD-001127|RD-001130,RD-001130,Vi pl | Vt pl,RD-001127: Jaba | RD-001130: Jahua,SRC-02,DICCIONARIO raramuri.pdf,52,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000252,Seba,Sehuá,seba,sehua,ba/hua,Gráfica,Comparación automática de lemas documentados,RD-002263,RD-002263|RD-002267,RD-002267,Vt | Vi,RD-002263: Seba | RD-002267: Sehuá,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000253,‘Naca,‘Nagá,'naca,'naga,g/c,Gráfica,Comparación automática de lemas documentados,RD-001437,RD-001437|RD-001461,RD-001461,Adv,RD-001437: ‘Naca | RD-001461: ‘Nagá,SRC-02,DICCIONARIO raramuri.pdf,60,60,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000254,Cara,Gará,cara,gara,g/c,Gráfica,Comparación automática de lemas documentados,RD-000426,RD-000426|RD-000849,RD-000849,"Adv | Adj, adv",RD-000426: Cara | RD-000849: Gará,SRC-02,DICCIONARIO raramuri.pdf,24,41,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000255,Caré,Garé,care,gare,g/c,Gráfica,Comparación automática de lemas documentados,RD-000432,RD-000432|RD-000859,RD-000859,Vi | Vt,RD-000432: Caré | RD-000859: Garé,SRC-02,DICCIONARIO raramuri.pdf,25,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000256,Caré,Garé,care,gare,g/c,Gráfica,Comparación automática de lemas documentados,RD-000433,RD-000433|RD-000859,RD-000859,Vt | Vt,RD-000433: Caré | RD-000859: Garé,SRC-02,DICCIONARIO raramuri.pdf,25,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000257,Chicá,¿Chigá?,chica,¿chiga?,g/c,Gráfica,Comparación automática de lemas documentados,RD-000673,RD-000673|RD-000679,RD-000679,S | Interr,RD-000673: Chicá | RD-000679: ¿Chigá?,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000258,Icúsuhua,Igúsuhua,icusuhua,igusuhua,g/c,Gráfica,Comparación automática de lemas documentados,RD-001057,RD-001057|RD-001067,RD-001067,Vi,"RD-001057: Icúsuhua | RD-001067: Igúsuhua, icúsuhua",SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000259,icúsuhua,Igúsuhua,icusuhua,igusuhua,g/c,Gráfica,Comparación automática de lemas documentados,RD-001067,RD-001067,,Vi | Vi,"RD-001067: Igúsuhua, icúsuhua | RD-001067: Igúsuhua, icúsuhua",SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000260,Igúsuhua,icúsuhua,igusuhua,icusuhua,g/c,Gráfica,Explícita en el lema,RD-001067,RD-001067,,Vi,"Igúsuhua, icúsuhua",SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo lingüístico
VAR-000261,Sucuí,Suguí,sucui,sugui,g/c,Gráfica,Comparación automática de lemas documentados,RD-002399,RD-002399|RD-002403,RD-002403,S | S,RD-002399: Sucuí | RD-002403: Suguí,SRC-02,DICCIONARIO raramuri.pdf,83,83,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000262,ticó,Tigó,tico,tigo,g/c,Gráfica,Comparación automática de lemas documentados,RD-002480,RD-002480,,Vt | Vt,"RD-002480: Tigó, ticó | RD-002480: Tigó, ticó",SRC-02,DICCIONARIO raramuri.pdf,85,85,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000263,Tigó,ticó,tigo,tico,g/c,Gráfica,Explícita en el lema,RD-002480,RD-002480,,Vt,"Tigó, ticó",SRC-02,DICCIONARIO raramuri.pdf,85,85,Transcrito,Pendiente de cotejo lingüístico
VAR-000264,‘Nena,‘Niná,'nena,'nina,i/e,Gráfica,Comparación automática de lemas documentados,RD-001583,RD-001583|RD-001622,RD-001622,Vi | Vt,RD-001583: ‘Nena | RD-001622: ‘Niná,SRC-02,DICCIONARIO raramuri.pdf,63,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000265,Abé,Abi,abe,abi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000002,RD-000002|RD-000003,RD-000003,Adv | Adv,"RD-000002: Abé | RD-000003: Abi, abiyena",SRC-02,DICCIONARIO raramuri.pdf,3,3,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000266,Anahué,Anahui,anahue,anahui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000056,RD-000056|RD-000057,RD-000057,Vi | Vt,RD-000056: Anahué | RD-000057: Anahui,SRC-02,DICCIONARIO raramuri.pdf,5,6,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000267,Ané,Aní,ane,ani,i/e,Gráfica,Comparación automática de lemas documentados,RD-000064,RD-000064|RD-000069,RD-000069,Vt | Vi,RD-000064: Ané | RD-000069: Aní,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000268,Ané,Aní,ane,ani,i/e,Gráfica,Comparación automática de lemas documentados,RD-000065,RD-000065|RD-000069,RD-000069,Vi | Vi,RD-000065: Ané | RD-000069: Aní,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000269,Aré,Arí,are,ari,i/e,Gráfica,Comparación automática de lemas documentados,RD-000090,RD-000090|RD-000091,RD-000091,Vt | Adv,RD-000090: Aré | RD-000091: Arí,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000270,Asé,Así,ase,asi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000106,RD-000106|RD-000107,RD-000107,Vt | Adv,RD-000106: Asé | RD-000107: Así,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000271,Até,Atí,ate,ati,i/e,Gráfica,Comparación automática de lemas documentados,RD-000116,RD-000116|RD-000117,RD-000117,Vi | Vi,RD-000116: Até | RD-000117: Atí,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000272,Ba'hué,Ba'huí,ba'hue,ba'hui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000150,RD-000150|RD-000151,RD-000151,Vi | S,RD-000150: Ba'hué | RD-000151: Ba'huí,SRC-02,DICCIONARIO raramuri.pdf,10,11,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000273,Baché,Bachi,bache,bachi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000144,RD-000144|RD-000146,RD-000146,Vi | S,RD-000144: Baché | RD-000146: Bachi,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000274,Baché,Bachi,bache,bachi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000144,RD-000144|RD-000147,RD-000147,Vi | S,RD-000144: Baché | RD-000147: Bachi,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000275,Bajuré,Bajurí,bajure,bajuri,i/e,Gráfica,Comparación automática de lemas documentados,RD-000170,RD-000170|RD-000171,RD-000171,Vi | S,RD-000170: Bajuré | RD-000171: Bajurí,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000276,Baré,Barí,bare,bari,i/e,Gráfica,Comparación automática de lemas documentados,RD-000192,RD-000192|RD-000193,RD-000193,S | S,RD-000192: Baré | RD-000193: Barí,SRC-02,DICCIONARIO raramuri.pdf,13,14,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000277,Bimoré,Bimorí,bimore,bimori,i/e,Gráfica,Comparación automática de lemas documentados,RD-000252,RD-000252|RD-000253,RD-000253,Vi | S,RD-000252: Bimoré | RD-000253: Bimorí,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000278,Biné,Biní,bine,bini,i/e,Gráfica,Comparación automática de lemas documentados,RD-000254,RD-000254|RD-000263,RD-000263,Vi | S,RD-000254: Biné | RD-000263: Biní,SRC-02,DICCIONARIO raramuri.pdf,16,17,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000279,Bité,Bití,bite,biti,i/e,Gráfica,Comparación automática de lemas documentados,RD-000280,RD-000280|RD-000285,RD-000285,Vi | Vi pl,RD-000280: Bité | RD-000285: Bití,SRC-02,DICCIONARIO raramuri.pdf,17,18,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000280,Bité,Bití,bite,biti,i/e,Gráfica,Comparación automática de lemas documentados,RD-000281,RD-000281|RD-000285,RD-000285,Vi | Vi pl,RD-000281: Bité | RD-000285: Bití,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000281,Biteba,Bitiba,biteba,bitiba,i/e,Gráfica,Comparación automática de lemas documentados,RD-000283,RD-000283|RD-000286,RD-000286,Vi | Vi,RD-000283: Biteba | RD-000286: Bitiba,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000282,Bitechi,Bitichí,bitechi,bitichi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000284,RD-000284|RD-000287,RD-000287,S | S,RD-000284: Bitechi | RD-000287: Bitichí,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000283,Bo'hué,Bo'huí,bo'hue,bo'hui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000296,RD-000296|RD-000297,RD-000297,Vi | Vi,RD-000296: Bo'hué | RD-000297: Bo'huí,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000284,Busé,Busí,buse,busi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000350,RD-000350|RD-000351,RD-000351,Vi | S,RD-000350: Busé | RD-000351: Busí,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000285,Cahué,cahuí,cahue,cahui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000379,RD-000379|RD-000382,RD-000382,S | S,RD-000379: Cahué | RD-000382: cahuí,SRC-02,DICCIONARIO raramuri.pdf,22,23,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000286,Cahué,cahuí,cahue,cahui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000379,RD-000379|RD-000383,RD-000383,S | Vi,RD-000379: Cahué | RD-000383: cahuí,SRC-02,DICCIONARIO raramuri.pdf,22,23,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000287,Caré,Carí,care,cari,i/e,Gráfica,Comparación automática de lemas documentados,RD-000432,RD-000432|RD-000436,RD-000436,Vi | S,RD-000432: Caré | RD-000436: Carí,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000288,Caré,Carí,care,cari,i/e,Gráfica,Comparación automática de lemas documentados,RD-000433,RD-000433|RD-000436,RD-000436,Vt | S,RD-000433: Caré | RD-000436: Carí,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000289,Che,Chí,che,chi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000666,RD-000666|RD-000669,RD-000669,Vi | Pron,RD-000666: Che | RD-000669: Chí,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000290,Chehui,Chihuí,chehui,chihui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000667,RD-000667|RD-000689,RD-000689,Vt | S,RD-000667: Chehui | RD-000689: Chihuí,SRC-02,DICCIONARIO raramuri.pdf,34,35,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000291,Chehui,Chihuí,chehui,chihui,i/e,Gráfica,Comparación automática de lemas documentados,RD-000667,RD-000667|RD-000690,RD-000690,Vt | Vi,RD-000667: Chehui | RD-000690: Chihuí,SRC-02,DICCIONARIO raramuri.pdf,34,35,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000292,Chi’é,Chi’í,chi'e,chi'i,i/e,Gráfica,Comparación automática de lemas documentados,RD-000678,RD-000678|RD-000691,RD-000691,S | Vt,RD-000678: Chi’é | RD-000691: Chi’í,SRC-02,DICCIONARIO raramuri.pdf,34,35,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000293,Chopé,Chopi,chope,chopi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000767,RD-000767|RD-000768,RD-000768,S,RD-000767: Chopé | RD-000768: Chopi,SRC-02,DICCIONARIO raramuri.pdf,38,38,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000294,Chumé,Chumí,chume,chumi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000803,RD-000803|RD-000805,RD-000805,Vi | S,RD-000803: Chumé | RD-000805: Chumí,SRC-02,DICCIONARIO raramuri.pdf,40,40,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000295,Churé,Churi,chure,churi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000813,RD-000813|RD-000815,RD-000815,Interr | S sing,RD-000813: Churé | RD-000815: Churi,SRC-02,DICCIONARIO raramuri.pdf,40,40,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000296,Churé,Churi,chure,churi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000814,RD-000814|RD-000815,RD-000815,S | S sing,RD-000814: Churé | RD-000815: Churi,SRC-02,DICCIONARIO raramuri.pdf,40,40,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000297,Coché,Cochí,coche,cochi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000480,RD-000480|RD-000481,RD-000481,Vi | S,RD-000480: Coché | RD-000481: Cochí,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000298,Coché,Cochí,coche,cochi,i/e,Gráfica,Comparación automática de lemas documentados,RD-000480,RD-000480|RD-000482,RD-000482,Vi | S,RD-000480: Coché | RD-000482: Cochí,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito | Transcrito,Pendiente de cotejo lingüístico
